,,Week 14 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Cameron Dickey,Texas Tech,WVU,WVU,-,-,388,1.68,393,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,VaTech,UVa,-,-,389,1.68,378,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Caleb Hood,North Carolina,NCSU,NCSU,-,-,390,1.67,394,1.74,7.86,2.00,3.9,0.14,0.55,0.07,7.9,0.00
Cornell Hatcher,Oregon State,Boise,OreSt,-,-,391,1.66,387,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Terrance Gibbs,Georgia Southern,App,App,-,-,392,1.60,391,1.82,8.22,2.00,4.1,0.11,1.11,0.22,5.0,0.00
Elijah Jackson,Purdue,Ind,Purdue,-,-,393,1.58,390,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,Baylor,Kansas,-,-,394,1.48,395,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,TCU,TCU,-,-,395,1.46,392,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,UMass,UConn,-,-,396,1.45,396,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,Fres,Fres,-,-,397,1.39,399,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,VaTech,UVa,-,-,398,1.32,397,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,NorTx,NorTx,-,-,399,1.27,398,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Jamari Ferrell,Wyoming,WashSt,Wyo,-,-,400,1.20,403,1.20,7.38,2.00,3.7,0.08,0.00,0.00,0.0,0.00
Myles Montgomery,Central Florida,Utah,Utah,-,-,401,1.13,401,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jamarion Wilcox,Kentucky,Lou,Lou,-,-,402,1.11,400,1.39,4.71,1.00,4.7,0.07,2.07,0.29,7.1,0.00
Jaylen Anderson,West Virginia,TxTch,WVU,-,-,403,1.02,402,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,OhioSt,Mich,-,-,404,0.93,407,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,Ark,Ark,-,-,405,0.89,408,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Caleb Hampton,Stanford,SJSU,Stan,-,-,406,0.85,409,0.95,7.64,2.00,3.8,0.00,0.91,0.09,10.1,0.00
Jaren Mangham,Minnesota,Wisc,Minn,-,-,407,0.84,410,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
Jason Patterson,Kentucky,Lou,Lou,-,-,408,0.84,406,1.06,4.55,1.00,4.6,0.03,1.90,0.23,8.3,0.00
Caleb Komolafe,Northwestern,Ill,Ill,-,-,409,0.81,404,1.16,6.00,2.00,3.0,0.00,2.14,0.34,6.3,0.00
Brandon Tullis,Michigan State,Rut,Rut,-,-,410,0.81,411,0.90,7.65,2.00,3.8,0.00,0.43,0.09,4.8,0.00
AJ Green,Oklahoma State,Colo,OkSt,-,-,411,0.77,405,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Joe Jackson,Kansas State,IaSt,KanSt,-,-,412,0.52,412,0.69,4.08,1.00,4.1,0.00,1.17,0.17,6.9,0.00
Johnathan Arceneaux,Fresno State,UCLA,Fres,-,-,413,0.51,413,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,UVa,UVa,-,-,414,0.32,415,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,ECU,Navy,-,-,415,0.28,414,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
CJ Baxter,Texas,TexA&M,Tex,-,-,416,0.00,417,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brandon Johnson,Arizona,AriSt,AriSt,-,-,417,0.00,418,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Tony Mathis Jr.,Houston,BYU,Hou,-,-,418,0.00,421,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Rueben Owens,Texas A&M,Tex,Tex,-,-,419,0.00,416,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,OkSt,OkSt,-,-,420,0.00,419,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
Camar Wheaton,SMU,Cal,Cal,-,-,421,0.00,420,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
